Site Id,OPC Tag,Turbine Id,Tag,Available Minutes,Averages,Max samples,Min Samples,Standra Deviation,Consistency (Minutes per 48 Hrs),Resolution (Average samples per minute),Resolution Error (RSD),Resolution with Error,Resolution With Consistency Confidence
WAD1,WAD1-ALT1.AI_In_DCLinkVoltageIA3,ALT1,AI_In_DCLinkVoltageIA3,49,46.69387755,48,33,2.426083445,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.AI_In_DCLinkVoltageIA2,ALT1,AI_In_DCLinkVoltageIA2,49,46.55102041,48,32,2.650076814,100%,78%,6%,75%,75%
WAD1,WAD1-ALT1.DO_Yaw_TbYawBrakesOff,ALT1,DO_Yaw_TbYawBrakesOff,16,1.375,2,1,0.484122918,33%,2%,35%,-15%,-5%
WAD1,WAD1-ALT1.Exchange.2.Header.ReqID,ALT1,Exchange,49,46.6122449,48,31,2.678838665,100%,78%,6%,75%,75%
WAD1,WAD1-ALT1.Out_TotalProduction,ALT1,Out_TotalProduction,36,13.22222222,27,1,9.049589036,73%,22%,68%,-12%,-9%
WAD1,WAD1-ALT1.DO_Pitch_Axis1GoToPos,ALT1,DO_Pitch_Axis1GoToPos,8,2.625,5,1,1.316956719,16%,4%,50%,-21%,-3%
WAD1,WAD1-ALT1.MBCEst_TipSpeedRatio,ALT1,MBCEst_TipSpeedRatio,49,46.75510204,48,33,2.403489065,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.B_WFMS_ActPwrDemFreqVal,ALT1,B_WFMS_ActPwrDemFreqVal,4,6.25,21,1,8.525696452,8%,10%,136%,-58%,-5%
WAD1,WAD1-ALT1.OpCtl_TurbineFullState,ALT1,OpCtl_TurbineFullState,3,1.666666667,2,1,0.471404521,6%,3%,28%,-11%,-1%
WAD1,WAD1-ALT1.In_GridMeasVoltL3Act,ALT1,In_GridMeasVoltL3Act,49,46.6122449,48,32,2.709140435,100%,78%,6%,75%,75%
WAD1,WAD1-ALT1.Out_ExteDetCurtailTime,ALT1,Out_ExteDetCurtailTime,2,1,1,1,0,4%,2%,0%,2%,0%
WAD1,WAD1-ALT1.DynCtl_DrivetrainDampTorque,ALT1,DynCtl_DrivetrainDampTorque,49,46.6122449,48,32,2.701596856,100%,78%,6%,75%,75%
WAD1,WAD1-ALT1.AI_In_GridMonCurrentL1Act,ALT1,AI_In_GridMonCurrentL1Act,49,46.71428571,48,32,2.474358297,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.WFMS_TurbMeasWndSpd,ALT1,WFMS_TurbMeasWndSpd,49,45,48,32,2.934662655,100%,75%,7%,72%,72%
WAD1,WAD1-ALT1.WFMS_TurbMaxPosReactPwr,ALT1,WFMS_TurbMaxPosReactPwr,10,17.3,32,1,9.767804257,20%,29%,56%,1%,0%
WAD1,WAD1-ALT1.Out_TotalConsumption,ALT1,Out_TotalConsumption,2,1,1,1,0,4%,2%,0%,2%,0%
WAD1,WAD1-ALT1.DO_Yaw_TbYawRight,ALT1,DO_Yaw_TbYawRight,1,2,2,2,0,2%,3%,0%,3%,0%
WAD1,WAD1-ALT1.In_TempOutsideAir,ALT1,In_TempOutsideAir,49,46.73469388,48,31,2.480746351,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.DynCtl_ALC_PitchTwrFb,ALT1,DynCtl_ALC_PitchTwrFb,13,39.84615385,48,12,11.68724587,27%,66%,29%,52%,14%
WAD1,WAD1-ALT1.In_ActualAvgPitchAngle,ALT1,In_ActualAvgPitchAngle,34,39.70588235,48,8,11.02278232,69%,66%,28%,52%,36%
WAD1,WAD1-ALT1.Pitch_LifeTravelCounter,ALT1,Pitch_LifeTravelCounter,6,5.833333333,12,1,4.058598554,12%,10%,70%,-25%,-3%
WAD1,WAD1-ALT1.OpCtl_Pitch1Min,ALT1,OpCtl_Pitch1Min,12,30.91666667,48,1,11.29497184,24%,52%,37%,33%,8%
WAD1,WAD1-ALT1.DynCtl_ALC_Pitch1,ALT1,DynCtl_ALC_Pitch1,12,45.58333333,48,33,4.132358756,24%,76%,9%,71%,17%
WAD1,WAD1-ALT1.DynCtl_ALC_Pitch2,ALT1,DynCtl_ALC_Pitch2,13,42.15384615,48,1,12.50136087,27%,70%,30%,55%,15%
WAD1,WAD1-ALT1.DynCtl_ALC_Pitch3,ALT1,DynCtl_ALC_Pitch3,12,45.66666667,48,34,3.793268892,24%,76%,8%,72%,18%
WAD1,WAD1-ALT1.Out_PosReactiveEnergy,ALT1,Out_PosReactiveEnergy,11,4.090909091,6,1,1.67628081,22%,7%,41%,-14%,-3%
WAD1,WAD1-ALT1.AO_Pitch_HeartBeatSend2,ALT1,AO_Pitch_HeartBeatSend2,49,46.65306122,48,32,2.527812803,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.AO_Pitch_HeartBeatSend3,ALT1,AO_Pitch_HeartBeatSend3,49,46.7755102,48,33,2.409719317,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.AO_Pitch_HeartBeatSend1,ALT1,AO_Pitch_HeartBeatSend1,49,46.69387755,48,33,2.417656832,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.B_Curt_ExtCurtActiveDebounced,ALT1,B_Curt_ExtCurtActiveDebounced,5,1,1,1,0,10%,2%,0%,2%,0%
WAD1,WAD1-ALT1.Exchange.2.RawBytes,ALT1,Exchange,37,1,1,1,0,76%,2%,0%,2%,1%
WAD1,WAD1-ALT1.Curt_WFMSActPwrDem,ALT1,Curt_WFMSActPwrDem,13,42.61538462,48,1,12.49946744,27%,71%,29%,56%,15%
WAD1,WAD1-ALT1.AI_In_WBDelSpdPwr,ALT1,AI_In_WBDelSpdPwr,49,46.40816327,48,32,2.641261042,100%,77%,6%,75%,75%
WAD1,WAD1-ALT1.Exchange.2.Header.TimeStamp,ALT1,Exchange,49,46.79591837,48,32,2.449319704,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.In_WindDir1sAvg,ALT1,In_WindDir1sAvg,49,44.81632653,48,31,2.760312533,100%,75%,6%,72%,72%
WAD1,WAD1-ALT1.AI_In_CuMACCTemp,ALT1,AI_In_CuMACCTemp,33,23.21212121,47,1,15.10118915,67%,39%,65%,6%,4%
WAD1,WAD1-ALT1.MBCEst_AccelSidetoSide,ALT1,MBCEst_AccelSidetoSide,49,46.73469388,48,33,2.397068875,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.Cu_GenSpeedAct,ALT1,Cu_GenSpeedAct,49,46.12244898,48,30,3.600638566,100%,77%,8%,73%,73%
WAD1,WAD1-ALT1.Yaw_PositionToNorth,ALT1,Yaw_PositionToNorth,2,6.5,11,2,4.5,4%,11%,69%,-24%,-1%
WAD1,WAD1-ALT1.Exchange.1.RawBytes,ALT1,Exchange,37,1,1,1,0,76%,2%,0%,2%,1%
WAD1,WAD1-ALT1.AI_In_TbDiscBrakeHydrPressure,ALT1,AI_In_TbDiscBrakeHydrPressure,49,39,45,27,3.446382309,100%,65%,9%,61%,61%
WAD1,WAD1-ALT1.DynCtl_Blad3AngleSetpt,ALT1,DynCtl_Blad3AngleSetpt,35,30.2,48,1,14.96051947,71%,50%,50%,26%,18%
WAD1,WAD1-ALT1.In_WindDirection,ALT1,In_WindDirection,49,45.04081633,48,31,2.732713264,100%,75%,6%,72%,72%
WAD1,WAD1-ALT1.AI_In_TbGbxOilTempSump,ALT1,AI_In_TbGbxOilTempSump,49,44.34693878,48,31,3.261094222,100%,74%,7%,70%,70%
WAD1,WAD1-ALT1.WFMS_TurbMeasWndDir,ALT1,WFMS_TurbMeasWndDir,3,5,12,1,4.966554809,6%,8%,99%,-41%,-3%
WAD1,WAD1-ALT1.AI_In_PitchAxis2ExpectedPos,ALT1,AI_In_PitchAxis2ExpectedPos,33,33.96969697,48,1,13.30182227,67%,57%,39%,37%,25%
WAD1,WAD1-ALT1.WFMS_TurbPosActPwr,ALT1,WFMS_TurbPosActPwr,47,45.5106383,48,9,6.810106196,96%,76%,15%,68%,66%
WAD1,WAD1-ALT1.DynCtl_ALC_Pitch3_2P,ALT1,DynCtl_ALC_Pitch3_2P,12,45.58333333,48,33,4.132358756,24%,76%,9%,71%,17%
WAD1,WAD1-ALT1.Yaw_ToothCounter,ALT1,Yaw_ToothCounter,7,10.71428571,18,1,5.443588252,14%,18%,51%,-8%,-1%
WAD1,WAD1-ALT1.AI_In_TowerAccelForeAftRaw,ALT1,AI_In_TowerAccelForeAftRaw,49,46.12244898,48,33,2.446427241,100%,77%,5%,74%,74%
WAD1,WAD1-ALT1.In_GenSpdLoPrecision,ALT1,In_GenSpdLoPrecision,49,40.71428571,48,2,12.34206347,100%,68%,30%,53%,53%
WAD1,WAD1-ALT1.WFMS_MasterTrackNum,ALT1,WFMS_MasterTrackNum,49,46.75510204,48,31,2.495143137,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.DO_Pitch_Axis3GoToPos,ALT1,DO_Pitch_Axis3GoToPos,8,2.625,5,1,1.576190027,16%,4%,60%,-26%,-4%
WAD1,WAD1-ALT1.AI_In_MSFProxSensor1,ALT1,AI_In_MSFProxSensor1,49,45.32653061,48,33,3.358739773,100%,76%,7%,72%,72%
WAD1,WAD1-ALT1.DynCtl_ALC_Dmm,ALT1,DynCtl_ALC_Dmm,49,46.63265306,48,31,2.52896589,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.AI_In_MSFProxSensor2,ALT1,AI_In_MSFProxSensor2,49,44.93877551,48,32,3.996979284,100%,75%,9%,70%,70%
WAD1,WAD1-ALT1.AI_In_MSFProxSensor3,ALT1,AI_In_MSFProxSensor3,49,45.14285714,48,31,4.045657788,100%,75%,9%,71%,71%
WAD1,WAD1-ALT1.AI_In_MSFProxSensor4,ALT1,AI_In_MSFProxSensor4,49,45.40816327,48,31,3.4871096,100%,76%,8%,72%,72%
WAD1,WAD1-ALT1.Curt_PowerLimitStatusWord,ALT1,Curt_PowerLimitStatusWord,4,1.25,2,1,0.433012702,8%,2%,35%,-15%,-1%
WAD1,WAD1-ALT1.DynCtl_Blad2AngleSetpt,ALT1,DynCtl_Blad2AngleSetpt,33,32.15151515,48,1,13.74248271,67%,54%,43%,32%,22%
WAD1,WAD1-ALT1.AI_In_MotorArmatureRMS3,ALT1,AI_In_MotorArmatureRMS3,49,46.59183673,48,31,2.671988997,100%,78%,6%,75%,75%
WAD1,WAD1-ALT1.AI_In_MotorArmatureRMS2,ALT1,AI_In_MotorArmatureRMS2,49,46.7755102,48,32,2.443360901,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.In_GridMeasVoltL2Act,ALT1,In_GridMeasVoltL2Act,49,46.53061224,48,31,2.778209971,100%,78%,6%,75%,75%
WAD1,WAD1-ALT1.AI_In_MotorArmatureRMS1,ALT1,AI_In_MotorArmatureRMS1,49,46.75510204,48,32,2.478730849,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.DynCtl_Blad1AngleSetpt,ALT1,DynCtl_Blad1AngleSetpt,33,32.48484848,48,1,13.67838643,67%,54%,42%,33%,22%
WAD1,WAD1-ALT1.C_WFMS_ReactPwrDem,ALT1,C_WFMS_ReactPwrDem,47,46.82978723,48,32,2.426091761,96%,78%,5%,75%,72%
WAD1,WAD1-ALT1.AI_In_TorqueRefA1,ALT1,AI_In_TorqueRefA1,31,41.77419355,48,7,9.610846284,63%,70%,23%,58%,37%
WAD1,WAD1-ALT1.AI_In_TorqueRefA2,ALT1,AI_In_TorqueRefA2,32,41.40625,48,8,9.691682565,65%,69%,23%,57%,37%
WAD1,WAD1-ALT1.AI_In_TorqueRefA3,ALT1,AI_In_TorqueRefA3,33,41.09090909,48,9,9.636935375,67%,68%,23%,57%,38%
WAD1,WAD1-ALT1.B_Curt_ExtCurtailmentActive,ALT1,B_Curt_ExtCurtailmentActive,2,12,23,1,11,4%,20%,92%,-26%,-1%
WAD1,WAD1-ALT1.AI_In_IOPackTemprA2_R,ALT1,AI_In_IOPackTemprA2_R,33,4.727272727,13,1,3.413633337,67%,8%,72%,-28%,-19%
WAD1,WAD1-ALT1.DynCtl_ALC_Pitch2_2P,ALT1,DynCtl_ALC_Pitch2_2P,12,45.66666667,48,33,4.109609335,24%,76%,9%,72%,18%
WAD1,WAD1-ALT1.Out_OperationTimeYawRightInh,ALT1,Out_OperationTimeYawRightInh,1,8,8,8,0,2%,13%,0%,13%,0%
WAD1,WAD1-ALT1.AI_In_PitchSpeedCurrent1,ALT1,AI_In_PitchSpeedCurrent1,32,40.6875,48,1,11.82274688,65%,68%,29%,53%,35%
WAD1,WAD1-ALT1.AI_In_PitchSpeedCurrent2,ALT1,AI_In_PitchSpeedCurrent2,33,40.27272727,48,1,11.73772144,67%,67%,29%,53%,35%
WAD1,WAD1-ALT1.AI_In_PitchSpeedCurrent3,ALT1,AI_In_PitchSpeedCurrent3,34,39.85294118,48,1,11.65719256,69%,66%,29%,52%,36%
WAD1,WAD1-ALT1.Idle_Time,ALT1,Idle_Time,49,46.63265306,48,31,2.553060409,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.Curt_WFMSTime,ALT1,Curt_WFMSTime,1,48,48,48,0,2%,80%,0%,80%,2%
WAD1,WAD1-ALT1.DynCtl_ALC_Acc_SSStdDev,ALT1,DynCtl_ALC_Acc_SSStdDev,49,46.65306122,48,31,2.527812803,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.AI_In_CuGridVoltageAct,ALT1,AI_In_CuGridVoltageAct,49,46.73469388,48,32,2.439266452,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.AI_In_IOPackTemprA3_R,ALT1,AI_In_IOPackTemprA3_R,27,5.407407407,16,1,3.63378447,55%,9%,67%,-25%,-14%
WAD1,WAD1-ALT1.AI_In_TbOutsideTemp1,ALT1,AI_In_TbOutsideTemp1,49,44.97959184,48,31,2.802985259,100%,75%,6%,72%,72%
WAD1,WAD1-ALT1.DynCtl_ALC_Acc_FAStdDev,ALT1,DynCtl_ALC_Acc_FAStdDev,49,46.6122449,48,32,2.701596856,100%,78%,6%,75%,75%
WAD1,WAD1-ALT1.AI_In_AEPAHeartbeatRecv2,ALT1,AI_In_AEPAHeartbeatRecv2,49,46.6122449,48,31,2.678838665,100%,78%,6%,75%,75%
WAD1,WAD1-ALT1.AI_In_AEPAHeartbeatRecv3,ALT1,AI_In_AEPAHeartbeatRecv3,49,46.75510204,48,32,2.437216648,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.AI_In_AEPAHeartbeatRecv1,ALT1,AI_In_AEPAHeartbeatRecv1,49,46.7755102,48,32,2.443360901,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.Pitch_PitchBatt1Temp,ALT1,Pitch_PitchBatt1Temp,40,30.825,48,1,16.06998367,82%,51%,52%,25%,21%
WAD1,WAD1-ALT1.AI_In_GridMonGroundCurrent,ALT1,AI_In_GridMonGroundCurrent,49,46.6122449,48,32,2.709140435,100%,78%,6%,75%,75%
WAD1,WAD1-ALT1.DynCtl_CuTorqueDem,ALT1,DynCtl_CuTorqueDem,49,46.67346939,48,31,2.558600982,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.Curt_PowerLimSsrErrAdvCtrlLossP,ALT1,Curt_PowerLimSsrErrAdvCtrlLossP,1,2,2,2,0,2%,3%,0%,3%,0%
WAD1,WAD1-ALT1.DynCtl_ALC_PitchOffset3,ALT1,DynCtl_ALC_PitchOffset3,11,39.72727273,48,1,13.40346569,22%,66%,34%,49%,11%
WAD1,WAD1-ALT1.DynCtl_ALC_PitchOffset1,ALT1,DynCtl_ALC_PitchOffset1,11,39.63636364,48,1,13.43856545,22%,66%,34%,49%,11%
WAD1,WAD1-ALT1.DynCtl_ALC_PitchOffset2,ALT1,DynCtl_ALC_PitchOffset2,11,39.72727273,48,1,13.40346569,22%,66%,34%,49%,11%
WAD1,WAD1-ALT1.DI_In_TbYawBrake230VOk,ALT1,DI_In_TbYawBrake230VOk,15,1.533333333,3,1,0.618241233,31%,3%,40%,-18%,-5%
WAD1,WAD1-ALT1.WFMS_TurbMeasActPwr,ALT1,WFMS_TurbMeasActPwr,49,46.63265306,48,31,2.68551578,100%,78%,6%,75%,75%
WAD1,WAD1-ALT1.AI_In_Axis1BatVoltC1,ALT1,AI_In_Axis1BatVoltC1,6,1.166666667,2,1,0.372677996,12%,2%,32%,-14%,-2%
WAD1,WAD1-ALT1.AI_In_Axis1BatVoltC2,ALT1,AI_In_Axis1BatVoltC2,7,2.857142857,5,1,1.726149425,14%,5%,60%,-25%,-4%
WAD1,WAD1-ALT1.AI_In_Axis1BatVoltC3,ALT1,AI_In_Axis1BatVoltC3,7,1.714285714,3,1,0.880630572,14%,3%,51%,-23%,-3%
WAD1,WAD1-ALT1.AI_In_Axis1BatVoltC4,ALT1,AI_In_Axis1BatVoltC4,9,3,5,2,0.942809042,18%,5%,31%,-11%,-2%
WAD1,WAD1-ALT1.AI_In_Axis1BatVoltC5,ALT1,AI_In_Axis1BatVoltC5,6,1.833333333,3,1,0.897527468,12%,3%,49%,-21%,-3%
WAD1,WAD1-ALT1.AI_In_Axis1BatVoltC6,ALT1,AI_In_Axis1BatVoltC6,7,2.285714286,4,1,1.030157507,14%,4%,45%,-19%,-3%
WAD1,WAD1-ALT1.DynCtl_ALC_TorqueTwrFb,ALT1,DynCtl_ALC_TorqueTwrFb,36,46.52777778,48,33,2.640350472,73%,78%,6%,75%,55%
WAD1,WAD1-ALT1.AI_In_BrakePWMVoltageA2,ALT1,AI_In_BrakePWMVoltageA2,32,40.375,48,1,12.02796221,65%,67%,30%,52%,34%
WAD1,WAD1-ALT1.AI_In_BrakePWMVoltageA1,ALT1,AI_In_BrakePWMVoltageA1,32,40.375,48,1,12.00195297,65%,67%,30%,52%,34%
WAD1,WAD1-ALT1.AI_In_BrakePWMVoltageA3,ALT1,AI_In_BrakePWMVoltageA3,31,41.64516129,48,9,9.901281726,63%,69%,24%,58%,36%
WAD1,WAD1-ALT1.OpCtl_SpeedSetptPitch,ALT1,OpCtl_SpeedSetptPitch,3,24.66666667,48,1,19.18911729,6%,41%,78%,2%,0%
WAD1,WAD1-ALT1.C_WFMS_ActPwrDemFreq,ALT1,C_WFMS_ActPwrDemFreq,2,29,35,23,6,4%,48%,21%,38%,2%
WAD1,WAD1-ALT1.DI_In_ChargerStatOKA1,ALT1,DI_In_ChargerStatOKA1,2,2.5,3,2,0.5,4%,4%,20%,-6%,0%
WAD1,WAD1-ALT1.OpCtl_SpeedSetptTorque,ALT1,OpCtl_SpeedSetptTorque,4,13,48,1,20.21138293,8%,22%,155%,-56%,-5%
WAD1,WAD1-ALT1.DI_In_OnA2,ALT1,DI_In_OnA2,7,2,4,1,0.9258201,14%,3%,46%,-20%,-3%
WAD1,WAD1-ALT1.DI_In_OnA3,ALT1,DI_In_OnA3,7,2,4,1,0.9258201,14%,3%,46%,-20%,-3%
WAD1,WAD1-ALT1.In_RotorSpd,ALT1,In_RotorSpd,39,45.46153846,48,4,7.267229408,80%,76%,16%,68%,54%
WAD1,WAD1-ALT1.WFMS_TurbTrackNum,ALT1,WFMS_TurbTrackNum,49,46.63265306,48,31,2.68551578,100%,78%,6%,75%,75%
WAD1,WAD1-ALT1.Pitch_PitchAxis2Temp,ALT1,Pitch_PitchAxis2Temp,9,35.11111111,48,6,12.87067679,18%,59%,37%,40%,7%
WAD1,WAD1-ALT1.DI_In_OnA1,ALT1,DI_In_OnA1,8,2.375,5,1,1.316956719,16%,4%,55%,-24%,-4%
WAD1,WAD1-ALT1.AI_In_TbWindSpeed_Thies2D,ALT1,AI_In_TbWindSpeed_Thies2D,49,45.34693878,48,31,2.781506129,100%,76%,6%,73%,73%
WAD1,WAD1-ALT1.AI_In_PitchAxis1ExpectedPos,ALT1,AI_In_PitchAxis1ExpectedPos,31,35.35483871,48,7,12.29095757,63%,59%,35%,42%,26%
WAD1,WAD1-ALT1.AI_In_DtaMcpTempIn2,ALT1,AI_In_DtaMcpTempIn2,33,13.90909091,45,1,14.17715541,67%,23%,102%,-28%,-19%
WAD1,WAD1-ALT1.SM_Curt_PowLimGridFreq,ALT1,SM_Curt_PowLimGridFreq,3,1.666666667,2,1,0.471404521,6%,3%,28%,-11%,-1%
WAD1,WAD1-ALT1.DI_In_RotorReset,ALT1,DI_In_RotorReset,28,2.535714286,5,1,1.117463418,57%,4%,44%,-18%,-10%
WAD1,WAD1-ALT1.AI_In_GridMonVoltageL3Act,ALT1,AI_In_GridMonVoltageL3Act,49,46.57142857,48,32,2.657296463,100%,78%,6%,75%,75%
WAD1,WAD1-ALT1.In_GridMeasVoltL1Act,ALT1,In_GridMeasVoltL1Act,49,46.59183673,48,32,2.664340232,100%,78%,6%,75%,75%
WAD1,WAD1-ALT1.Out_OperationTimePitchInh,ALT1,Out_OperationTimePitchInh,32,7.5,16,1,4.937104415,65%,13%,66%,-20%,-13%
WAD1,WAD1-ALT1.AI_In_CuGridCurrentAct,ALT1,AI_In_CuGridCurrentAct,49,46.73469388,48,33,2.422475629,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.DynCtl_ALC_RotorPosDegree,ALT1,DynCtl_ALC_RotorPosDegree,49,46.73469388,48,33,2.397068875,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.MBCEst_SpeedForeAft,ALT1,MBCEst_SpeedForeAft,49,46.73469388,48,32,2.422475629,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.AI_In_BatteryBoxTempA1,ALT1,AI_In_BatteryBoxTempA1,40,30.85,48,1,15.99460847,82%,51%,52%,25%,21%
WAD1,WAD1-ALT1.AI_In_BatteryBoxTempA3,ALT1,AI_In_BatteryBoxTempA3,35,37.25714286,48,1,14.89456825,71%,62%,40%,42%,30%
WAD1,WAD1-ALT1.AI_In_BatteryBoxTempA2,ALT1,AI_In_BatteryBoxTempA2,36,31.41666667,48,1,16.94496812,73%,52%,54%,25%,19%
WAD1,WAD1-ALT1.Out_GridOperationTime,ALT1,Out_GridOperationTime,36,46.58333333,48,32,2.711856683,73%,78%,6%,75%,55%
WAD1,WAD1-ALT1.Cu_TorqueSpecialDem,ALT1,Cu_TorqueSpecialDem,49,46.7755102,48,33,2.409719317,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.AI_In_CuLnBpTemp3,ALT1,AI_In_CuLnBpTemp3,49,46.75510204,48,33,2.403489065,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.AI_In_CuLnBpTemp2,ALT1,AI_In_CuLnBpTemp2,49,46.73469388,48,33,2.422475629,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.AI_In_CuLnBpTemp1,ALT1,AI_In_CuLnBpTemp1,49,46.67346939,48,32,2.40227575,100%,78%,5%,75%,75%
WAD1,WAD1-ALT1.AI_In_ControlBoxTempA1,ALT1,AI_In_ControlBoxTempA1,11,27.45454545,48,1,18.39151799,22%,46%,67%,12%,3%
WAD1,WAD1-ALT1.AI_In_ControlBoxTempA2,ALT1,AI_In_ControlBoxTempA2,9,35,48,5,13.12334646,18%,58%,37%,40%,7%
WAD1,WAD1-ALT1.AI_In_ControlBoxTempA3,ALT1,AI_In_ControlBoxTempA3,11,23.81818182,47,1,17.76010945,22%,40%,75%,2%,1%
WAD1,SCADA.CSH.WorkstationST.SCADA.AlarmServer.DeltaCpuSecPerMin,CSH,WorkstationST,49,3.714285714,4,2,0.494871659,100%,6%,13%,0%,0%
WAD1,SCADA.CSH.WorkstationST.SCADA.Recorder.ThreadCount,CSH,WorkstationST,46,2.826086957,4,1,0.962432331,94%,5%,34%,-12%,-12%
WAD1,SCADA.CSH.WorkstationST.SCADA.OPCServer.HandleCount,CSH,WorkstationST,49,3.285714286,4,1,0.782460796,100%,5%,24%,-6%,-6%
WAD1,SCADA.CSH.WorkstationST.SCADA.WorkstationSTService.DeltaCpuSecPerMin,CSH,WorkstationST,49,3.734693878,4,2,0.525881581,100%,6%,14%,-1%,-1%
WAD1,SCADA.CSH.WorkstationST.SCADA.OPCServer.PrivateBytes,CSH,WorkstationST,49,3.448979592,4,1,0.701637283,100%,6%,20%,-4%,-4%
WAD1,SCADA.CSH.WorkstationST.SCADA.Recorder.TotalProcessorTime,CSH,WorkstationST,49,3.673469388,4,3,0.46894389,100%,6%,13%,0%,0%
WAD1,SCADA.CSH.WorkstationST.SCADA.WorkstationSTService.PrivateBytes,CSH,WorkstationST,49,3.734693878,4,2,0.485525602,100%,6%,13%,0%,0%
WAD1,SCADA.CSH.WorkstationST.SCADA.EgdConfigServer.DeltaCpuSecPerMin,CSH,WorkstationST,49,3.734693878,4,2,0.525881581,100%,6%,14%,-1%,-1%
WAD1,SCADA.CSH.WorkstationST.SCADA.Tss.PrivateBytes,CSH,WorkstationST,49,3.673469388,4,3,0.46894389,100%,6%,13%,0%,0%
WAD1,SCADA.CSH.WorkstationST.SCADA.EgdConfigServer.ThreadCount,CSH,WorkstationST,48,2.4375,4,1,0.733321496,98%,4%,30%,-11%,-11%
WAD1,SCADA.CSH.WorkstationST.SCADA.AlarmServer.ThreadCount,CSH,WorkstationST,44,2.409090909,4,1,0.834434534,90%,4%,35%,-13%,-12%
WAD1,SCADA.CSH.WorkstationST.SCADA.Tss.ThreadCount,CSH,WorkstationST,48,2.458333333,4,1,0.865022479,98%,4%,35%,-13%,-13%
WAD1,SCADA.CSH.WorkstationST.SCADA.Tss.DeltaCpuSecPerMin,CSH,WorkstationST,49,3.693877551,4,2,0.542258378,100%,6%,15%,-1%,-1%
WAD1,SCADA.CSH.WorkstationST.SCADA.OPCServer.TotalProcessorTime,CSH,WorkstationST,49,3.734693878,4,2,0.485525602,100%,6%,13%,0%,0%
WAD1,SCADA.CSH.WorkstationST.SCADA.EgdConfigServer.TotalProcessorTime,CSH,WorkstationST,49,3.306122449,4,2,0.542258378,100%,6%,16%,-3%,-3%
WAD1,SCADA.CSH.WorkstationST.SCADA.WorkstationSTService.ThreadCount,CSH,WorkstationST,48,2.5,4,1,0.889756521,98%,4%,36%,-14%,-13%
WAD1,SCADA.CSH.WorkstationST.SCADA.OPCServer.ThreadCount,CSH,WorkstationST,47,2.85106383,4,1,0.771258254,96%,5%,27%,-9%,-8%
WAD1,SCADA.CSH.WorkstationST.SCADA.OPCServer.DeltaCpuSecPerMin,CSH,WorkstationST,49,3.693877551,4,3,0.460881216,100%,6%,12%,0%,0%
WAD1,SCADA.CSH.WorkstationST.SCADA.Recorder.PrivateBytes,CSH,WorkstationST,48,3.333333333,4,1,0.824957911,98%,6%,25%,-7%,-7%
WAD1,SCADA.CSH.WorkstationST.SCADA.EgdConfigServer.PrivateBytes,CSH,WorkstationST,49,3.244897959,4,1,0.770120909,100%,5%,24%,-6%,-6%
WAD1,SCADA.CSH.WorkstationST.SCADA.Tss.TotalProcessorTime,CSH,WorkstationST,49,3.714285714,4,2,0.494871659,100%,6%,13%,0%,0%
WAD1,SCADA.CSH.WorkstationST.SCADA.AlarmServer.TotalProcessorTime,CSH,WorkstationST,49,3.387755102,4,1,0.777655465,100%,6%,23%,-6%,-6%
WAD1,SCADA.CSH.WorkstationST.SCADA.Recorder.HandleCount,CSH,WorkstationST,49,3.469387755,4,2,0.673160102,100%,6%,19%,-4%,-4%
WAD1,SCADA.CSH.WorkstationST.SCADA.AlarmServer.HandleCount,CSH,WorkstationST,49,3.714285714,4,2,0.494871659,100%,6%,13%,0%,0%
WAD1,SCADA.CSH.WorkstationST.SCADA.WorkstationSTService.TotalProcessorTime,CSH,WorkstationST,49,3.714285714,4,1,0.571428571,100%,6%,15%,-2%,-2%
WAD1,SCADA.CSH.WorkstationST.SCADA.Recorder.DeltaCpuSecPerMin,CSH,WorkstationST,49,3.734693878,4,2,0.56335403,100%,6%,15%,-1%,-1%
